Date,open,high,low,close,adjclose,volume,ingested_at_utc
2018-04-05,157000.0,158000.0,153500.0,154000.0,115655.9765625,404008,2026-02-19 06:47:45.287325+00:00
2018-04-06,155000.0,155500.0,152000.0,152500.0,114529.453125,377964,2026-02-19 06:47:45.287325+00:00
2018-04-09,152000.0,153000.0,150500.0,151000.0,113402.9296875,319141,2026-02-19 06:47:45.287325+00:00
2018-04-10,150000.0,153000.0,149000.0,151000.0,113402.9296875,371422,2026-02-19 06:47:45.287325+00:00
2018-04-11,150500.0,152000.0,150000.0,150000.0,112651.90625,329076,2026-02-19 06:47:45.287325+00:00
2018-04-12,151000.0,152500.0,150000.0,152000.0,114153.9140625,297375,2026-02-19 06:47:45.287325+00:00
2018-04-13,151500.0,152000.0,149500.0,150500.0,113027.421875,425396,2026-02-19 06:47:45.287325+00:00
2018-04-16,151000.0,154000.0,150000.0,153000.0,114904.953125,303065,2026-02-19 06:47:45.287325+00:00
2018-04-17,154000.0,158000.0,154000.0,157500.0,118284.515625,670905,2026-02-19 06:47:45.287325+00:00
2018-04-18,158000.0,159500.0,157000.0,158500.0,119035.5234375,507655,2026-02-19 06:47:45.287325+00:00
2018-04-19,157500.0,158000.0,155000.0,158000.0,118660.0234375,344290,2026-02-19 06:47:45.287325+00:00
2018-04-20,157000.0,160000.0,156500.0,160000.0,120162.0390625,406412,2026-02-19 06:47:45.287325+00:00
2018-04-23,160000.0,160000.0,157000.0,159500.0,119786.5390625,284140,2026-02-19 06:47:45.287325+00:00
2018-04-24,161500.0,165500.0,161500.0,162500.0,122039.5625,644850,2026-02-19 06:47:45.287325+00:00
2018-04-25,162000.0,164000.0,160000.0,164000.0,123166.078125,407673,2026-02-19 06:47:45.287325+00:00
2018-04-26,164000.0,164000.0,154500.0,156500.0,117533.484375,861668,2026-02-19 06:47:45.287325+00:00
2018-04-27,155000.0,161500.0,154000.0,158000.0,118660.0234375,887506,2026-02-19 06:47:45.287325+00:00
2018-04-30,159000.0,160500.0,157000.0,160000.0,120162.0390625,351811,2026-02-19 06:47:45.287325+00:00
2018-05-02,159000.0,160500.0,157000.0,160000.0,120162.0390625,377086,2026-02-19 06:47:45.287325+00:00
2018-05-03,162500.0,163000.0,160000.0,160000.0,120162.0390625,324816,2026-02-19 06:47:45.287325+00:00
2018-05-04,158000.0,160000.0,156500.0,158000.0,118660.0234375,448848,2026-02-19 06:47:45.287325+00:00
2018-05-08,158500.0,161000.0,154500.0,156000.0,117158.0,595219,2026-02-19 06:47:45.287325+00:00
2018-05-09,154500.0,156000.0,153500.0,153500.0,115280.4921875,513770,2026-02-19 06:47:45.287325+00:00
2018-05-10,152500.0,154000.0,150500.0,152000.0,114153.9140625,747954,2026-02-19 06:47:45.287325+00:00
2018-05-11,152000.0,154000.0,151500.0,153000.0,114904.953125,319288,2026-02-19 06:47:45.287325+00:00
2018-05-14,153500.0,154500.0,150500.0,151000.0,113402.9296875,439028,2026-02-19 06:47:45.287325+00:00
2018-05-15,150000.0,151500.0,148000.0,148500.0,111525.40625,611470,2026-02-19 06:47:45.287325+00:00
2018-05-16,148500.0,151500.0,146000.0,150500.0,113027.421875,599945,2026-02-19 06:47:45.287325+00:00
2018-05-17,150500.0,151000.0,149500.0,149500.0,112276.421875,297968,2026-02-19 06:47:45.287325+00:00
2018-05-18,148500.0,150000.0,148000.0,150000.0,112651.90625,330193,2026-02-19 06:47:45.287325+00:00
2018-05-21,149500.0,151000.0,149000.0,149000.0,111900.890625,332251,2026-02-19 06:47:45.287325+00:00
2018-05-23,147000.0,148500.0,144000.0,144500.0,108521.3828125,1062994,2026-02-19 06:47:45.287325+00:00
2018-05-24,144000.0,144500.0,139000.0,140000.0,105141.8046875,1387498,2026-02-19 06:47:45.287325+00:00
2018-05-25,139500.0,141000.0,138500.0,139000.0,104390.765625,697859,2026-02-19 06:47:45.287325+00:00
2018-05-28,139000.0,140500.0,138000.0,138500.0,104015.2734375,498199,2026-02-19 06:47:45.287325+00:00
2018-05-29,139500.0,141000.0,139000.0,140000.0,105141.8046875,471953,2026-02-19 06:47:45.287325+00:00
2018-05-30,138500.0,139500.0,136000.0,137500.0,103264.2578125,648596,2026-02-19 06:47:45.287325+00:00
2018-05-31,139000.0,140000.0,137500.0,139000.0,104390.765625,835047,2026-02-19 06:47:45.287325+00:00
2018-06-01,138500.0,140000.0,137500.0,140000.0,105141.8046875,395619,2026-02-19 06:47:45.287325+00:00
2018-06-04,140000.0,144000.0,139000.0,143000.0,107394.828125,903195,2026-02-19 06:47:45.287325+00:00
2018-06-05,143500.0,144000.0,140500.0,142500.0,107019.3125,374748,2026-02-19 06:47:45.287325+00:00
2018-06-07,142000.0,144000.0,141500.0,142500.0,107019.3125,511413,2026-02-19 06:47:45.287325+00:00
2018-06-08,142000.0,142500.0,140000.0,141000.0,105892.8046875,539842,2026-02-19 06:47:45.287325+00:00
2018-06-11,140000.0,140500.0,139000.0,139500.0,104766.28125,441032,2026-02-19 06:47:45.287325+00:00
2018-06-12,140000.0,142000.0,139500.0,140500.0,105517.3046875,486396,2026-02-19 06:47:45.287325+00:00
2018-06-14,138500.0,139000.0,135000.0,135000.0,101386.7421875,1036041,2026-02-19 06:47:45.287325+00:00
2018-06-15,136000.0,136500.0,133000.0,134000.0,100635.703125,762750,2026-02-19 06:47:45.287325+00:00
2018-06-18,134500.0,136500.0,134500.0,135000.0,101386.7421875,497745,2026-02-19 06:47:45.287325+00:00
2018-06-19,134000.0,135000.0,131000.0,131500.0,98758.1875,781548,2026-02-19 06:47:45.287325+00:00
2018-06-20,130500.0,131500.0,129000.0,129500.0,97256.1640625,595333,2026-02-19 06:47:45.287325+00:00
2018-06-21,129500.0,130500.0,127000.0,127000.0,95378.6171875,608003,2026-02-19 06:47:45.287325+00:00
2018-06-22,126000.0,131000.0,125000.0,130000.0,97631.65625,716503,2026-02-19 06:47:45.287325+00:00
2018-06-25,129500.0,130000.0,128000.0,129000.0,96880.640625,563769,2026-02-19 06:47:45.287325+00:00
2018-06-26,128000.0,131000.0,127500.0,129500.0,97256.1640625,703936,2026-02-19 06:47:45.287325+00:00
2018-06-27,129000.0,130500.0,125500.0,127500.0,95754.1171875,935679,2026-02-19 06:47:45.287325+00:00
2018-06-28,126000.0,126500.0,123000.0,125000.0,94618.71875,1101059,2026-02-19 06:47:45.287325+00:00
2018-06-29,124500.0,126000.0,123500.0,125500.0,94997.1796875,496503,2026-02-19 06:47:45.287325+00:00
2018-07-02,125000.0,125500.0,123000.0,123500.0,93483.28125,428578,2026-02-19 06:47:45.287325+00:00
2018-07-03,125500.0,125500.0,119500.0,122000.0,92347.84375,556533,2026-02-19 06:47:45.287325+00:00
2018-07-04,120500.0,122500.0,118000.0,119500.0,90455.484375,510210,2026-02-19 06:47:45.287325+00:00
2018-07-05,119000.0,122000.0,118000.0,121500.0,91969.3828125,845590,2026-02-19 06:47:45.287325+00:00
2018-07-06,122500.0,126000.0,122500.0,123500.0,93483.28125,658197,2026-02-19 06:47:45.287325+00:00
2018-07-09,124000.0,125000.0,122500.0,124500.0,94240.21875,303024,2026-02-19 06:47:45.287325+00:00
2018-07-10,123500.0,125500.0,122500.0,123500.0,93483.28125,328075,2026-02-19 06:47:45.287325+00:00
2018-07-11,121000.0,123000.0,120500.0,121500.0,91969.3828125,384762,2026-02-19 06:47:45.287325+00:00
2018-07-12,121500.0,125000.0,121000.0,123000.0,93104.8046875,613187,2026-02-19 06:47:45.287325+00:00
2018-07-13,123500.0,125000.0,122000.0,122500.0,92726.3359375,306680,2026-02-19 06:47:45.287325+00:00
2018-07-16,122500.0,127500.0,122500.0,126000.0,95375.65625,494043,2026-02-19 06:47:45.287325+00:00
2018-07-17,126000.0,129000.0,125000.0,126500.0,95754.1171875,436989,2026-02-19 06:47:45.287325+00:00
2018-07-18,127000.0,128500.0,124000.0,124000.0,93861.75,325090,2026-02-19 06:47:45.287325+00:00
2018-07-19,125000.0,125500.0,123500.0,124000.0,93861.75,359064,2026-02-19 06:47:45.287325+00:00
2018-07-20,124500.0,128500.0,122500.0,127000.0,96132.6015625,463776,2026-02-19 06:47:45.287325+00:00
2018-07-23,127500.0,131000.0,127000.0,129500.0,98024.96875,660426,2026-02-19 06:47:45.287325+00:00
2018-07-24,129500.0,130000.0,126500.0,129500.0,98024.96875,479217,2026-02-19 06:47:45.287325+00:00
2018-07-25,130000.0,130500.0,129000.0,130500.0,98781.9375,305338,2026-02-19 06:47:45.287325+00:00
2018-07-26,131000.0,131500.0,128000.0,130000.0,98403.4609375,484321,2026-02-19 06:47:45.287325+00:00
2018-07-27,129500.0,131500.0,129000.0,129500.0,98024.96875,365369,2026-02-19 06:47:45.287325+00:00
2018-07-30,129000.0,131000.0,128500.0,130500.0,98781.9375,179748,2026-02-19 06:47:45.287325+00:00
2018-07-31,131000.0,131000.0,128500.0,129500.0,98024.96875,306556,2026-02-19 06:47:45.287325+00:00
2018-08-01,130000.0,130500.0,128000.0,128500.0,97268.0234375,244440,2026-02-19 06:47:45.287325+00:00
2018-08-02,128000.0,128500.0,124000.0,125500.0,94997.1796875,425332,2026-02-19 06:47:45.287325+00:00
2018-08-03,124000.0,125500.0,124000.0,124000.0,93861.75,468331,2026-02-19 06:47:45.287325+00:00
2018-08-06,124500.0,126000.0,124000.0,124500.0,94240.21875,317150,2026-02-19 06:47:45.287325+00:00
2018-08-07,124000.0,126000.0,123500.0,125000.0,94618.71875,285278,2026-02-19 06:47:45.287325+00:00
2018-08-08,125500.0,129500.0,125500.0,127500.0,96511.0859375,816582,2026-02-19 06:47:45.287325+00:00
2018-08-09,126500.0,127500.0,125500.0,126000.0,95375.65625,532068,2026-02-19 06:47:45.287325+00:00
2018-08-10,126000.0,127000.0,124500.0,126000.0,95375.65625,194355,2026-02-19 06:47:45.287325+00:00
2018-08-13,125000.0,126000.0,123000.0,123500.0,93483.28125,319273,2026-02-19 06:47:45.287325+00:00
2018-08-14,124500.0,125000.0,122500.0,123000.0,93104.8046875,291859,2026-02-19 06:47:45.287325+00:00
2018-08-16,122000.0,127000.0,122000.0,126500.0,95754.1171875,561446,2026-02-19 06:47:45.287325+00:00
2018-08-17,125500.0,127000.0,125000.0,126500.0,95754.1171875,207735,2026-02-19 06:47:45.287325+00:00
2018-08-20,127500.0,128000.0,126000.0,127500.0,96511.0859375,310969,2026-02-19 06:47:45.287325+00:00
2018-08-21,127000.0,127500.0,124000.0,125500.0,94997.1796875,339831,2026-02-19 06:47:45.287325+00:00
2018-08-22,125500.0,127000.0,124500.0,126000.0,95375.65625,329800,2026-02-19 06:47:45.287325+00:00
2018-08-23,125500.0,126000.0,123000.0,124500.0,94240.21875,229027,2026-02-19 06:47:45.287325+00:00
2018-08-24,123500.0,124500.0,123000.0,124500.0,94240.21875,232363,2026-02-19 06:47:45.287325+00:00
2018-08-27,125000.0,125500.0,123500.0,124000.0,93861.75,226756,2026-02-19 06:47:45.287325+00:00
2018-08-28,125000.0,127000.0,124000.0,125000.0,94618.71875,402853,2026-02-19 06:47:45.287325+00:00
2018-08-29,125000.0,125000.0,123500.0,124000.0,93861.75,309579,2026-02-19 06:47:45.287325+00:00
2018-08-30,124000.0,125000.0,123000.0,123500.0,93483.28125,385998,2026-02-19 06:47:45.287325+00:00
2018-08-31,124000.0,126000.0,123000.0,125000.0,94618.71875,529278,2026-02-19 06:47:45.287325+00:00
2018-09-03,124500.0,126000.0,123500.0,125000.0,94618.71875,264041,2026-02-19 06:47:45.287325+00:00
2018-09-04,125500.0,127000.0,124500.0,126500.0,95754.1171875,297393,2026-02-19 06:47:45.287325+00:00
2018-09-05,126500.0,131000.0,126500.0,129000.0,97646.5,871735,2026-02-19 06:47:45.287325+00:00
2018-09-06,130000.0,136000.0,130000.0,134000.0,101431.2734375,935048,2026-02-19 06:47:45.287325+00:00
2018-09-07,136000.0,137000.0,131500.0,133000.0,100674.3046875,793026,2026-02-19 06:47:45.287325+00:00
2018-09-10,131500.0,133500.0,130000.0,131000.0,99160.3984375,320236,2026-02-19 06:47:45.287325+00:00
2018-09-11,130000.0,130500.0,128000.0,128000.0,96889.5390625,514468,2026-02-19 06:47:45.287325+00:00
2018-09-12,128500.0,131000.0,128000.0,129500.0,98024.96875,340635,2026-02-19 06:47:45.287325+00:00
2018-09-13,130500.0,130500.0,128000.0,128500.0,97268.0234375,411245,2026-02-19 06:47:45.287325+00:00
2018-09-14,129500.0,131000.0,129000.0,129500.0,98024.96875,259936,2026-02-19 06:47:45.287325+00:00
2018-09-17,129000.0,129500.0,128000.0,128500.0,97268.0234375,305158,2026-02-19 06:47:45.287325+00:00
2018-09-18,128500.0,130000.0,128000.0,128000.0,96889.5390625,368661,2026-02-19 06:47:45.287325+00:00
2018-09-19,128500.0,129000.0,125500.0,126500.0,95754.1171875,420484,2026-02-19 06:47:45.287325+00:00
2018-09-20,126500.0,130000.0,126000.0,129000.0,97646.5,378436,2026-02-19 06:47:45.287325+00:00
2018-09-21,131000.0,131000.0,127500.0,129000.0,97646.5,765535,2026-02-19 06:47:45.287325+00:00
2018-09-27,130000.0,130500.0,128500.0,130500.0,98781.9375,465760,2026-02-19 06:47:45.287325+00:00
2018-09-28,130000.0,130500.0,128000.0,129500.0,98024.96875,295867,2026-02-19 06:47:45.287325+00:00
2018-10-01,130000.0,130000.0,128500.0,129000.0,97646.5,233662,2026-02-19 06:47:45.287325+00:00
2018-10-02,128500.0,129500.0,128000.0,128500.0,97268.0234375,215297,2026-02-19 06:47:45.287325+00:00
2018-10-04,128500.0,129000.0,122500.0,124500.0,94240.21875,671140,2026-02-19 06:47:45.287325+00:00
2018-10-05,126000.0,126000.0,123000.0,124500.0,94240.21875,284015,2026-02-19 06:47:45.287325+00:00
2018-10-08,123500.0,124000.0,121500.0,122000.0,92347.84375,386710,2026-02-19 06:47:45.287325+00:00
2018-10-10,122500.0,123000.0,119500.0,120000.0,90833.953125,536984,2026-02-19 06:47:45.287325+00:00
2018-10-11,118500.0,120500.0,116000.0,116000.0,87806.15625,701523,2026-02-19 06:47:45.287325+00:00
2018-10-12,115500.0,118000.0,114500.0,115500.0,87427.6953125,672541,2026-02-19 06:47:45.287325+00:00
2018-10-15,116500.0,117000.0,111500.0,113500.0,85913.796875,697689,2026-02-19 06:47:45.287325+00:00
2018-10-16,114000.0,117500.0,113500.0,116500.0,88184.6171875,503295,2026-02-19 06:47:45.287325+00:00
2018-10-17,117500.0,119500.0,116500.0,118500.0,89698.5234375,385112,2026-02-19 06:47:45.287325+00:00
2018-10-18,118000.0,118500.0,114000.0,116000.0,87806.15625,708181,2026-02-19 06:47:45.287325+00:00
2018-10-19,114500.0,117500.0,114000.0,115500.0,87427.6953125,493067,2026-02-19 06:47:45.287325+00:00
2018-10-22,115000.0,118000.0,114500.0,118000.0,89320.0625,378176,2026-02-19 06:47:45.287325+00:00
2018-10-23,117000.0,118000.0,114000.0,116500.0,88184.6171875,575347,2026-02-19 06:47:45.287325+00:00
2018-10-24,117500.0,118500.0,116000.0,117000.0,88563.109375,776694,2026-02-19 06:47:45.287325+00:00
2018-10-25,116000.0,116000.0,102500.0,110000.0,83264.46875,1633392,2026-02-19 06:47:45.287325+00:00
2018-10-26,110000.0,113000.0,107500.0,108000.0,81750.578125,867074,2026-02-19 06:47:45.287325+00:00
2018-10-29,106000.0,108500.0,104000.0,106000.0,80236.6484375,876545,2026-02-19 06:47:45.287325+00:00
2018-10-30,106500.0,109500.0,106000.0,107500.0,81372.078125,429587,2026-02-19 06:47:45.287325+00:00
2018-10-31,106500.0,107000.0,103500.0,106500.0,80615.140625,752213,2026-02-19 06:47:45.287325+00:00
2018-11-01,106500.0,109000.0,104500.0,108500.0,82129.046875,487868,2026-02-19 06:47:45.287325+00:00
2018-11-02,107000.0,110500.0,106500.0,110000.0,83264.46875,586857,2026-02-19 06:47:45.287325+00:00
2018-11-05,107000.0,107500.0,103500.0,104000.0,78722.7421875,921610,2026-02-19 06:47:45.287325+00:00
2018-11-06,105000.0,108500.0,104500.0,107500.0,81372.078125,775343,2026-02-19 06:47:45.287325+00:00
2018-11-07,106500.0,108000.0,105500.0,107500.0,81372.078125,619311,2026-02-19 06:47:45.287325+00:00
2018-11-08,109000.0,109000.0,105500.0,105500.0,79858.1875,588487,2026-02-19 06:47:45.287325+00:00
2018-11-09,106000.0,110000.0,104500.0,105000.0,79479.71875,668003,2026-02-19 06:47:45.287325+00:00
2018-11-12,105000.0,105500.0,100500.0,102000.0,77208.8515625,792697,2026-02-19 06:47:45.287325+00:00
2018-11-13,99900.0,102500.0,99600.0,102500.0,77587.3359375,397209,2026-02-19 06:47:45.287325+00:00
2018-11-14,103500.0,104500.0,100500.0,101500.0,76830.3828125,637102,2026-02-19 06:47:45.287325+00:00
2018-11-15,101000.0,103500.0,100500.0,103000.0,77965.8125,449187,2026-02-19 06:47:45.287325+00:00
2018-11-16,104000.0,104500.0,102000.0,103000.0,77965.8125,361507,2026-02-19 06:47:45.287325+00:00
2018-11-19,103000.0,103500.0,101000.0,101500.0,76830.3828125,555495,2026-02-19 06:47:45.287325+00:00
2018-11-20,101000.0,101000.0,97100.0,97500.0,73802.5859375,1295271,2026-02-19 06:47:45.287325+00:00
2018-11-21,96500.0,97900.0,95800.0,97800.0,74029.6640625,883111,2026-02-19 06:47:45.287325+00:00
2018-11-22,98000.0,98000.0,92500.0,92800.0,70244.921875,1527106,2026-02-19 06:47:45.287325+00:00
2018-11-23,92800.0,94000.0,92600.0,93700.0,70926.1796875,558490,2026-02-19 06:47:45.287325+00:00
2018-11-26,93600.0,95800.0,93500.0,95100.0,71985.90625,663188,2026-02-19 06:47:45.287325+00:00
2018-11-27,95900.0,101500.0,95800.0,101000.0,76451.921875,1436195,2026-02-19 06:47:45.287325+00:00
2018-11-28,100500.0,101500.0,99800.0,101000.0,76451.921875,602728,2026-02-19 06:47:45.287325+00:00
2018-11-29,102000.0,103000.0,99100.0,100000.0,75694.9609375,811011,2026-02-19 06:47:45.287325+00:00
2018-11-30,103000.0,108000.0,102500.0,107000.0,80993.609375,3017114,2026-02-19 06:47:45.287325+00:00
2018-12-03,108500.0,109000.0,106500.0,108500.0,82129.046875,723565,2026-02-19 06:47:45.287325+00:00
2018-12-04,108500.0,108500.0,105500.0,107500.0,81372.078125,612079,2026-02-19 06:47:45.287325+00:00
2018-12-05,106000.0,108500.0,106000.0,107500.0,81372.078125,519108,2026-02-19 06:47:45.287325+00:00
2018-12-06,107500.0,112500.0,106000.0,110500.0,83642.9375,896541,2026-02-19 06:47:45.287325+00:00
2018-12-07,110000.0,112000.0,109500.0,111000.0,84021.3984375,566780,2026-02-19 06:47:45.287325+00:00
2018-12-10,108500.0,111000.0,108500.0,110500.0,83642.9375,367098,2026-02-19 06:47:45.287325+00:00
2018-12-11,109500.0,112500.0,108500.0,111500.0,84399.890625,372363,2026-02-19 06:47:45.287325+00:00
2018-12-12,111500.0,121500.0,111000.0,118500.0,89698.5234375,1558536,2026-02-19 06:47:45.287325+00:00
2018-12-13,116500.0,120000.0,116500.0,118500.0,89698.5234375,1093587,2026-02-19 06:47:45.287325+00:00
2018-12-14,119000.0,120000.0,115000.0,116500.0,88184.6171875,534429,2026-02-19 06:47:45.287325+00:00
2018-12-17,115000.0,118500.0,112500.0,116500.0,88184.6171875,602835,2026-02-19 06:47:45.287325+00:00
2018-12-18,117500.0,120000.0,116000.0,118000.0,89320.0625,889260,2026-02-19 06:47:45.287325+00:00
2018-12-19,118500.0,123500.0,118500.0,123000.0,93104.8046875,841175,2026-02-19 06:47:45.287325+00:00
2018-12-20,121500.0,124500.0,120500.0,121500.0,91969.3828125,682779,2026-02-19 06:47:45.287325+00:00
2018-12-21,120500.0,122500.0,119500.0,122500.0,92726.3359375,643918,2026-02-19 06:47:45.287325+00:00
2018-12-24,122000.0,124000.0,121500.0,123000.0,93104.8046875,301455,2026-02-19 06:47:45.287325+00:00
2018-12-26,121500.0,122000.0,118500.0,120000.0,90833.953125,550552,2026-02-19 06:47:45.287325+00:00
2018-12-27,118000.0,120000.0,117500.0,118500.0,91998.484375,458613,2026-02-19 06:47:45.287325+00:00
2018-12-28,118500.0,120000.0,117500.0,118500.0,91998.484375,398062,2026-02-19 06:47:45.287325+00:00
2019-01-02,117500.0,118000.0,113500.0,114000.0,88504.8828125,565493,2026-02-19 06:47:45.287325+00:00
2019-01-03,113000.0,118500.0,113000.0,116500.0,90445.765625,608591,2026-02-19 06:47:45.287325+00:00
2019-01-04,116000.0,123000.0,116000.0,119500.0,92774.859375,1326978,2026-02-19 06:47:45.287325+00:00
2019-01-07,121000.0,121500.0,119500.0,120500.0,93551.21875,428416,2026-02-19 06:47:45.287325+00:00
2019-01-08,121500.0,123500.0,118500.0,119500.0,92774.859375,582117,2026-02-19 06:47:45.287325+00:00
2019-01-09,119000.0,124000.0,119000.0,123000.0,95492.109375,846392,2026-02-19 06:47:45.287325+00:00
2019-01-10,121500.0,123000.0,119500.0,123000.0,95492.109375,648837,2026-02-19 06:47:45.287325+00:00
2019-01-11,123000.0,124500.0,122000.0,123000.0,95492.109375,440529,2026-02-19 06:47:45.287325+00:00
2019-01-14,122500.0,124000.0,121000.0,121500.0,94327.5703125,297709,2026-02-19 06:47:45.287325+00:00
2019-01-15,121000.0,128000.0,120500.0,127500.0,98985.71875,828015,2026-02-19 06:47:45.287325+00:00
2019-01-16,127000.0,129000.0,126000.0,128500.0,99762.0703125,397335,2026-02-19 06:47:45.287325+00:00
2019-01-17,128500.0,130000.0,127500.0,129500.0,100538.4375,513711,2026-02-19 06:47:45.287325+00:00
2019-01-18,129500.0,131500.0,129500.0,131000.0,101702.96875,556106,2026-02-19 06:47:45.287325+00:00
2019-01-21,132000.0,132000.0,126500.0,127000.0,98597.53125,657273,2026-02-19 06:47:45.287325+00:00
2019-01-22,126500.0,128000.0,125000.0,127500.0,98985.71875,446263,2026-02-19 06:47:45.287325+00:00
2019-01-23,128000.0,130000.0,127000.0,129000.0,100150.2578125,422209,2026-02-19 06:47:45.287325+00:00
2019-01-24,128000.0,130000.0,124500.0,130000.0,100926.625,778826,2026-02-19 06:47:45.287325+00:00
2019-01-25,127500.0,130000.0,127500.0,128500.0,99762.0703125,535338,2026-02-19 06:47:45.287325+00:00
2019-01-28,128500.0,130000.0,125500.0,126500.0,98209.359375,541428,2026-02-19 06:47:45.287325+00:00
2019-01-29,126500.0,128500.0,126000.0,128000.0,99373.8984375,445671,2026-02-19 06:47:45.287325+00:00
2019-01-30,128500.0,129500.0,126500.0,129500.0,100538.4375,463542,2026-02-19 06:47:45.287325+00:00
2019-01-31,130000.0,131000.0,128500.0,129500.0,100538.4375,509642,2026-02-19 06:47:45.287325+00:00
2019-02-01,129500.0,130000.0,128500.0,129500.0,100538.4375,392755,2026-02-19 06:47:45.287325+00:00
2019-02-07,128500.0,129000.0,125500.0,126000.0,97821.1796875,530165,2026-02-19 06:47:45.287325+00:00
2019-02-08,125500.0,126500.0,124500.0,125500.0,97433.0,365392,2026-02-19 06:47:45.287325+00:00
2019-02-11,126000.0,129000.0,126000.0,127500.0,98985.71875,425879,2026-02-19 06:47:45.287325+00:00
2019-02-12,129000.0,129000.0,126500.0,128500.0,99762.0703125,443035,2026-02-19 06:47:45.287325+00:00
2019-02-13,128500.0,128500.0,124000.0,124500.0,96656.6328125,620173,2026-02-19 06:47:45.287325+00:00
2019-02-14,123500.0,124000.0,119500.0,121500.0,94327.5703125,1072937,2026-02-19 06:47:45.287325+00:00
2019-02-15,121000.0,121500.0,120000.0,121000.0,93939.3828125,446734,2026-02-19 06:47:45.287325+00:00
2019-02-18,121000.0,122000.0,118500.0,120500.0,93551.21875,557734,2026-02-19 06:47:45.287325+00:00
2019-02-19,119500.0,120500.0,119000.0,119500.0,92774.859375,470357,2026-02-19 06:47:45.287325+00:00
2019-02-20,119500.0,121500.0,119000.0,119000.0,92386.6875,735087,2026-02-19 06:47:45.287325+00:00
2019-02-21,118500.0,121000.0,118500.0,120000.0,93163.0234375,588691,2026-02-19 06:47:45.287325+00:00
2019-02-22,119500.0,121500.0,119500.0,121000.0,93939.3828125,353516,2026-02-19 06:47:45.287325+00:00
2019-02-25,120500.0,122500.0,120000.0,121000.0,93939.3828125,314081,2026-02-19 06:47:45.287325+00:00
2019-02-26,121500.0,124000.0,121500.0,122500.0,95103.9375,781497,2026-02-19 06:47:45.287325+00:00
2019-02-27,128000.0,130000.0,126000.0,129000.0,100150.2578125,1233285,2026-02-19 06:47:45.287325+00:00
2019-02-28,127500.0,129000.0,126000.0,126500.0,98209.359375,946738,2026-02-19 06:47:45.287325+00:00
2019-03-04,125000.0,126000.0,121000.0,122000.0,94715.734375,937284,2026-02-19 06:47:45.287325+00:00
2019-03-05,121500.0,122000.0,119500.0,121500.0,94327.5703125,428825,2026-02-19 06:47:45.287325+00:00
2019-03-06,122500.0,126500.0,121500.0,124500.0,96656.6328125,599316,2026-02-19 06:47:45.287325+00:00
2019-03-07,126500.0,129000.0,123000.0,125500.0,97433.0,791500,2026-02-19 06:47:45.287325+00:00
2019-03-08,125000.0,125000.0,120000.0,120000.0,93163.0234375,467762,2026-02-19 06:47:45.287325+00:00
2019-03-11,121000.0,121500.0,119000.0,121000.0,93939.3828125,281873,2026-02-19 06:47:45.287325+00:00
2019-03-12,121500.0,125500.0,121500.0,125500.0,97433.0,621289,2026-02-19 06:47:45.287325+00:00
2019-03-13,126000.0,126000.0,120500.0,122500.0,95103.9375,797741,2026-02-19 06:47:45.287325+00:00
2019-03-14,124000.0,124000.0,117000.0,119000.0,92386.6875,1326511,2026-02-19 06:47:45.287325+00:00
2019-03-15,119000.0,122000.0,118000.0,121000.0,93939.3828125,877363,2026-02-19 06:47:45.287325+00:00
2019-03-18,122000.0,124000.0,121500.0,124000.0,96268.453125,383652,2026-02-19 06:47:45.287325+00:00
2019-03-19,124000.0,125000.0,123000.0,124000.0,96268.453125,303901,2026-02-19 06:47:45.287325+00:00
2019-03-20,123000.0,124000.0,121000.0,124000.0,96268.453125,316345,2026-02-19 06:47:45.287325+00:00
2019-03-21,124000.0,126000.0,122500.0,124500.0,96656.6328125,321599,2026-02-19 06:47:45.287325+00:00
2019-03-22,124000.0,125500.0,121500.0,123500.0,95880.2890625,486194,2026-02-19 06:47:45.287325+00:00
2019-03-25,121000.0,122000.0,119000.0,120000.0,93163.0234375,458292,2026-02-19 06:47:45.287325+00:00
2019-03-26,120000.0,121000.0,118500.0,118500.0,91998.484375,463924,2026-02-19 06:47:45.287325+00:00
2019-03-27,118500.0,119500.0,118000.0,118500.0,91998.484375,236825,2026-02-19 06:47:45.287325+00:00
2019-03-28,118500.0,120000.0,118000.0,119500.0,92774.859375,304740,2026-02-19 06:47:45.287325+00:00
2019-03-29,120000.0,122000.0,119000.0,119500.0,92774.859375,432923,2026-02-19 06:47:45.287325+00:00
2019-04-01,120000.0,121000.0,119000.0,120500.0,93551.21875,363959,2026-02-19 06:47:45.287325+00:00
2019-04-02,119500.0,120000.0,117500.0,119000.0,92386.6875,374423,2026-02-19 06:47:45.287325+00:00
2019-04-03,118500.0,124000.0,118000.0,124000.0,96268.453125,651778,2026-02-19 06:47:45.287325+00:00
2019-04-04,123000.0,125000.0,122500.0,123500.0,95880.2890625,464644,2026-02-19 06:47:45.287325+00:00
2019-04-05,124500.0,126500.0,124000.0,126000.0,97821.1796875,468793,2026-02-19 06:47:45.287325+00:00
2019-04-08,126500.0,128500.0,125500.0,128000.0,99373.8984375,455205,2026-02-19 06:47:45.287325+00:00
2019-04-09,125500.0,128000.0,125500.0,127000.0,98597.53125,317656,2026-02-19 06:47:45.287325+00:00
2019-04-10,126500.0,128500.0,126500.0,127500.0,98985.71875,349261,2026-02-19 06:47:45.287325+00:00
